Title,Genre,ReleaseDate,Runtime,IMDB Score,Language,Views,AddedDate
A Life of Speed: The Juan Manuel Fangio Story,Documentary,20-03-2020,92,6.8,Spanish,116112,07-01-2023
GIMS: On the Record,Documentary,17-09-2020,96,6.8,French,159830,07-01-2023
The Life Ahead,Drama,13-11-2020,95,6.8,Italian,202380,07-01-2023
Biggie: I Got a Story to Tell,Documentary,01-03-2021,97,6.9,English,1647685,07-01-2023
The Half of It,Romance,01-05-2020,105,6.9,English,43648,07-01-2023
