Title,Genre,ReleaseDate,Runtime,IMDB Score,Language,Views,AddedDate
Mercy -II,Drama,10-10-2018,144,6.8,English,220667,04-12-2022
Long Live Brij Mohan,Comedy,03-08-2018,105,6.8,Hindi,86417,04-12-2022
Serious Men,Drama,02-10-2020,114,6.8,Hindi,40529,04-12-2022
AK vs AK,Thriller,24-12-2020,108,6.9,Hindi,35417,04-12-2022
Seeing Allred,Documentary,09-02-2018,95,6.9,English,485075,04-12-2022
